"";"OPK";"AVT";"GPN";"SDRL";"LEG";"ITC";"TEG";"IEX";"CSGP";"CSL"
"2011-06-02";3.6;33;51.13;26.19;21.24;22.01;43.39;40.94;60.23;43.78
"2011-06-03";3.56;32.31;49.71;26.1;20.71;21.78;42.9;40.26;59.3;42.67
"2011-06-06";3.51;31.56;50.34;25.38;20.42;21.54;42.51;39.98;58.66;42.59
"2011-06-07";3.54;31.85;49.54;25.66;20.31;21.5;42.47;40.2;58.59;42.83
"2011-06-08";3.51;30.99;50.17;25.21;20.31;21.61;42.59;40.15;58.5;42.54
"2011-06-09";3.43;31.09;50.57;25.74;20.47;21.66;42.44;40.26;59.14;43.28
"2011-06-10";3.42;30.76;48.9;24.98;19.86;21.62;42.13;39.75;57.33;43.51
"2011-06-13";3.39;30.17;48.79;24.82;19.97;21.79;42.26;39.82;57.12;42.88
"2011-06-14";3.48;30.84;49.4;25.34;20.41;21.81;42.58;40.68;58.68;44.09
"2011-06-15";3.39;30.28;48.59;24.36;20.02;21.66;42.03;40.09;57.22;43.33
"2011-06-16";3.4;29.57;48.32;24.18;20.04;21.74;42.14;39.81;58.18;43.89
"2011-06-17";3.29;29.35;48.88;24.17;20.25;21.96;42.5;40.35;57.86;44.21
"2011-06-20";3.28;29.33;49.41;24.24;20.41;22.05;43.07;40.58;57.48;44.96
"2011-06-21";3.45;29.92;50.29;25.04;20.47;22.08;43.3;41.39;58;46.44
"2011-06-22";3.4;29.89;49.64;25.05;20.09;21.99;43.17;41.68;57.4;46.09
"2011-06-23";3.39;30.34;49.75;24.98;20.07;21.95;42.82;41.4;57.16;45.18
"2011-06-24";3.45;29.51;48.92;24.44;19.75;22.12;42.9;40.82;55.86;45.11
"2011-06-27";3.6;29.92;49.3;24.58;19.97;22.2;43.28;40.72;57.06;45.16
"2011-06-28";3.57;29.98;49.52;25.13;20.22;22.48;43.51;41.56;57.75;45.67
"2011-06-29";3.6;30.38;50.32;25.69;20.7;22.48;43.73;42.24;58.09;46
"2011-06-30";3.69;31.2;50.72;26.1;21.05;22.43;43.77;43.03;59.28;46.82
"2011-07-01";3.72;31.85;51.07;26.43;21.49;22.74;44.37;43.39;59.25;47.64
"2011-07-05";3.69;31.47;50.78;26.49;21.37;22.56;44.15;43.33;59.5;47.16
"2011-07-06";3.81;31.61;51.34;26.26;21.31;22.56;44.27;43.85;59.2;47.14
"2011-07-07";3.96;32.15;51.93;26.6;21.41;22.46;44.49;44.05;59.24;47.58
"2011-07-08";4.06;31.52;51.95;26.25;20.92;22.44;44.4;44.02;58.83;47.32
"2011-07-11";4.01;30.39;50.89;25.67;20.58;22.51;43.73;42.59;57.82;45.83
"2011-07-12";4;29.78;50.78;25.39;20.4;22.66;43.91;42.2;58.18;45.22
"2011-07-13";4.14;29.73;50.39;25.92;20.37;22.64;43.73;42.2;58.58;44.77
"2011-07-14";4.33;29.31;50.92;25.67;20.1;22.59;43.47;41.41;57.05;44.78
"2011-07-15";4.3;29.11;51;25.78;20.07;22.71;43.67;41.66;56.65;45.14
"2011-07-18";4.33;28.16;50.24;25.46;19.78;22.2;43.11;41.46;55.6;44.65
"2011-07-19";4.38;28.96;51.64;25.88;20.33;22.41;43.39;43.64;57.21;46.21
"2011-07-20";4.34;28.93;51.84;26.29;20.2;22.37;43.66;43.76;56.92;46.22
"2011-07-21";4.27;29.2;51.91;26.54;20.44;22.57;44.36;42.17;57.89;47.14
"2011-07-22";4.4;29.29;47.96;26.46;20.29;22.58;43.94;42.11;58.11;46.6
"2011-07-25";4.43;28.88;48.08;26.38;20.3;22.51;43.8;42.02;57.77;46.24
"2011-07-26";4.27;29.01;48.07;26.39;19.99;22.48;43.44;40.84;58.02;42.03
"2011-07-27";4.11;27.53;47.49;25.86;19.51;22.26;43.01;39.31;57;41.61
"2011-07-28";4.21;28.68;47.53;25.84;19.08;22.17;42.61;39.16;58.66;41.68
"2011-07-29";4.35;28.67;47.15;25.72;18.73;21.96;42.39;39.08;58.76;41.12
"2011-08-01";4.44;28.57;47.11;25.55;18.21;22.31;42.47;39.22;59.04;40.52
"2011-08-02";4.25;27.32;45.7;24.59;17.49;22.17;41.63;37.92;57.23;38.76
"2011-08-03";4.24;27.6;47.05;24.79;17.76;22.4;41.48;38.04;57.34;38.75
"2011-08-04";3.88;25.77;44.77;22.22;16.66;21.91;40;35.67;55.63;34.81
"2011-08-05";3.93;25.65;44.4;22.16;16.66;21.64;40.17;35.55;55.96;35.21
"2011-08-08";3.54;23.67;41.25;19.47;15.43;20.65;37.03;32.39;51.86;32.3
"2011-08-09";3.8;24.96;43.25;21.34;16.5;21.35;38.52;34.15;50.28;34.68
"2011-08-10";3.62;24.97;41.95;20.67;16.19;21.18;37.54;32.53;46.95;33.1
"2011-08-11";3.83;27.34;43.75;22;17.21;22.19;39.67;34.5;48.21;33.72
"2011-08-12";3.88;27.13;44.53;21.96;17.35;22.11;39.65;34.39;49.31;35.04
"2011-08-15";3.97;28;45.01;23.27;17.89;22.49;41.44;35.14;51.32;36.01
"2011-08-16";3.87;27.28;44.59;22.49;17.54;22.51;41.21;34.48;51.58;35.98
"2011-08-17";3.9;26.73;43.98;22.84;17.32;22.81;41.55;34.05;51.26;35.72
"2011-08-18";3.64;25.12;41.86;21.5;16.56;22.38;40.72;31.86;47.42;32.69
"2011-08-19";3.63;24.22;40.88;21.11;16.69;22.26;40.41;30.87;47.65;31.75
"2011-08-22";3.62;24.25;41.62;21.39;16.47;22.25;40.45;31.07;46.7;31.86
"2011-08-23";3.88;25.24;42.91;22.27;17.16;22.88;41.46;32.31;48.9;33.76
"2011-08-24";3.89;25.59;43.58;22.96;17.83;23.49;42.3;33.2;49.21;34.52
"2011-08-25";3.91;24.85;42.78;22.13;17.54;23.42;41.57;32.3;47.41;34.03
"2011-08-26";4.02;25.43;43.97;22.92;17.89;23.57;41.72;33.46;48.3;34.7
"2011-08-29";4.14;26.59;45.06;23.53;18.68;24.03;42.7;34.39;50.09;37.2
"2011-08-30";4.19;25.44;45.32;23.72;18.81;24.03;42.58;34.8;50.13;36.75
"2011-08-31";4.18;25.68;45.59;23.95;19.15;23.76;42.86;35.03;51.18;37.48
"2011-09-01";4.04;25.5;44.71;23.93;19.09;23.77;42.06;34.08;50.61;36.43
"2011-09-02";4.01;24.41;43.57;23.6;18.55;23.45;41.47;32.67;48.36;34.73
"2011-09-06";4.03;23.97;42.74;22.82;18.28;23.16;41.12;32.12;48.73;34.15
"2011-09-07";4.17;25.72;44.09;23.85;19.05;23.43;41.57;32.94;51.44;34.98
"2011-09-08";4.18;25.34;43.69;23.71;18.55;23.23;41.35;32.48;50.74;34.5
"2011-09-09";4.18;24.32;42.38;23.37;18.01;22.84;40.42;31.26;49.19;33.35
"2011-09-12";4.42;24.57;42.55;23.36;17.83;22.97;40.8;30.72;49.99;33.61
"2011-09-13";4.48;25.13;42.99;23.24;18.09;23.39;41.26;31.65;50.98;34.44
"2011-09-14";4.5;26.53;43.57;23.85;18.6;23.65;41.64;32.33;52.1;35.88
"2011-09-15";4.52;27.33;43.91;24.4;18.74;23.81;42.35;32.96;53.56;36.59
"2011-09-16";4.51;27.34;44.05;24.65;18.87;24.12;42.77;32.57;54.18;35.51
"2011-09-19";4.66;27.14;43.16;24.11;18.69;24.05;42.42;32.31;54.04;34.5
"2011-09-20";4.53;26.53;42.74;24.21;18.53;24.32;43.21;32.03;54.06;33.62
"2011-09-21";4.39;26.3;41.66;23.73;17.78;24.08;41.82;30.22;51.98;31.87
"2011-09-22";4.41;24.92;39.75;22.43;17.12;23.74;40.74;28.64;50.54;30.22
"2011-09-23";4.39;25.62;39.75;22.26;17.23;23.88;40.95;29.31;50.96;30.3
"2011-09-26";4.47;26.82;40.23;22.64;17.85;23.92;41.59;29.97;51.53;30.32
"2011-09-27";4.63;26.97;40.98;22.09;18.32;23.77;42.14;31.32;54.01;31.76
"2011-09-28";4.43;26.65;39.94;21.59;17.67;23.34;41.37;30.29;51.4;30.74
"2011-09-29";4.51;26.6;40.22;21.96;18.01;23.76;42.05;30.77;52.2;31.33
"2011-09-30";4.33;25.52;40.18;20.86;17.32;24.31;41.62;29.36;51.97;30.47
"2011-10-03";4.1;24.24;39.13;19.61;16.29;23.9;40.17;28.07;49.22;29.17
"2011-10-04";4.31;25.61;40.64;19.82;17.27;23.13;40.04;29.83;52.18;31.81
"2011-10-05";4.45;26.89;40.88;20.42;17.92;22.8;40.67;30.83;52.18;32.79
"2011-10-06";4.43;27.34;41.86;21.2;18.53;23.12;41.53;31.51;52.04;34.06
"2011-10-07";4.44;27.69;42.08;21.91;18.07;22.12;41.45;30.05;51.42;33.77
"2011-10-10";4.54;28.9;42.74;22.76;18.81;23.26;42.55;30.76;52.56;35.87
"2011-10-11";4.55;27.93;43.46;22.85;19.15;22.95;41.5;31.18;53.29;36.4
"2011-10-12";4.81;28.73;43.97;23.36;19.01;22.9;41.84;32.5;54.32;36.71
"2011-10-13";5.04;28.86;43.87;23.33;18.94;23.27;42;32.58;54.39;36.25
"2011-10-14";5.15;29.83;44.03;24.11;19.28;23.22;42.55;33.03;55.67;37.19
"2011-10-17";5.17;28.83;42.61;23.55;18.88;22.84;42.02;32.32;53.76;35.71
"2011-10-18";5.37;28.92;43.68;24.3;19.34;22.82;42.79;33.81;55.9;37.08
"2011-10-19";5.19;27.89;42.53;23.99;19.33;22.9;42.89;32.95;54.71;36.4
"2011-10-20";5.26;27.93;43.5;24.44;19.58;22.52;43.19;32.18;54.61;36.62
"2011-10-21";5.4;29.41;44.13;25.14;20.16;23.03;44.18;32.79;55.99;37.81
"2011-10-24";5.39;29.86;45.07;25.68;20.78;22.61;44.82;33.91;57.85;38.25
"2011-10-25";5.16;28.91;43.59;25.2;20.52;22.31;44.61;33.15;56.29;39.47
"2011-10-26";5.23;29.96;43.77;25.39;20.93;22.51;44.79;33.72;58.03;40.26
"2011-10-27";5.38;31.05;47.12;26;20.63;22.59;45.94;34.57;63.89;42.06
"2011-10-28";5.5;30.34;46.6;25.93;19.6;23.01;45.89;34.26;62.42;41.47
"2011-10-31";5.38;29.66;45.68;25.1;19.16;22.82;45.29;33.57;61.53;39.88
"2011-11-01";5.16;28.76;44.69;24.25;18.38;22.79;43.96;32.62;59.54;38.48
"2011-11-02";5.28;29.23;45.9;25.08;18.9;23.5;45.02;33.42;61.98;38.99
"2011-11-03";5.2;30.63;46.87;25.93;19.12;23.76;45.75;34.64;63.95;40.49
"2011-11-04";5.18;30.26;46.47;25.97;19.12;23.6;45.32;34.12;63.54;40.28
"2011-11-07";5.2;30.04;46.27;26.3;19.23;23.51;45.26;33.93;64;40.75
"2011-11-08";5.23;30.63;46.82;26.55;19.56;23.49;45.21;34.4;64.56;41.89
"2011-11-09";5.16;28.92;45.06;25.56;18.86;22.9;43.76;32.94;61.54;40.96
"2011-11-10";5.1;28.98;45.01;25.6;19.35;23.11;43.96;33.21;61.48;40.98
"2011-11-11";5.37;30.18;46.61;26.19;19.82;23.44;44.74;33.93;62.33;41.68
"2011-11-14";5.62;29.67;45.31;26.08;19.74;23;43.95;33.37;63;42.24
"2011-11-15";5.66;30.33;45.35;26.21;19.82;23.16;44.17;33.62;64.23;42.87
"2011-11-16";5.32;29.7;44.39;26.01;19.51;23.02;43.85;33.36;62.96;41.85
"2011-11-17";5.14;28.81;43.91;25.27;19.19;23.03;43.72;32.28;62.71;40.85
"2011-11-18";5.04;28.52;43.29;25.58;19.14;23.07;44.1;32.83;62.68;41.34
"2011-11-21";4.98;27.87;42.6;25.01;18.45;22.75;43.2;32.15;60.03;40.17
"2011-11-22";4.99;27.52;41.98;24.71;18.53;22.52;42.35;32.26;59.32;40.37
"2011-11-23";4.88;26.42;41.13;23.72;18.02;22.25;41.71;31.39;58.59;38.32
"2011-11-25";4.82;26.44;41.16;23.59;17.92;22.32;42.02;31.1;58.09;38.13
"2011-11-28";5;27.56;41.83;24.73;18.49;22.75;42.5;32.45;63.47;41.01
"2011-11-29";4.77;27.47;41.38;24.82;18.71;22.85;43.09;32.64;63.62;41.02
"2011-11-30";4.96;29.15;44.02;26.43;19.58;23.32;44.7;34.53;66.54;42.8
"2011-12-01";5.1;28.72;44.01;26.3;19.65;23.16;44.59;34.14;66.58;42.02
"2011-12-02";5.1;29.37;44.88;26.39;19.61;23.28;44.06;34.54;66.57;41.98
"2011-12-05";5;30.49;45.08;26.73;20.01;24;44.13;34.96;67.08;42.49
"2011-12-06";4.99;30.33;44.72;27.16;20;22.83;44.44;34.97;66.49;42.13
"2011-12-07";4.87;30.7;44.71;27.12;20.29;22.68;44.64;35.16;66.02;41.42
"2011-12-08";4.78;29.72;43.93;25.99;19.79;22.61;43.72;34.18;64.47;40.8
"2011-12-09";4.82;30.04;44.7;26.57;20.21;22.81;44.48;35.07;66.86;42.13
"2011-12-12";4.89;29.46;44.13;26.03;20.14;22.55;43.91;34.64;65.19;41.27
"2011-12-13";4.79;28.66;43.95;25.47;19.48;22.62;43.97;34.31;64.72;41.04
"2011-12-14";4.72;27.71;43.74;24.93;18.96;22.45;43.73;33.57;62.58;39.26
"2011-12-15";4.87;28.17;43.8;24.71;19;22.64;44.84;33.74;63.83;40.04
"2011-12-16";4.9;28.46;44.37;25.02;19.28;22.8;44.88;33.83;64.67;41.24
"2011-12-19";4.75;27.94;43.68;24.68;19.37;22.78;44.6;33.27;65.35;40.32
"2011-12-20";4.83;29.59;46.27;25.65;20.06;23.38;45.95;34.36;68.39;41.92
"2011-12-21";4.84;29.5;46.07;25.69;20.37;23.89;46.18;34.17;66.51;42.05
"2011-12-22";4.77;30.23;46.22;25.85;20.69;24.07;46.34;34.3;66.52;42.58
"2011-12-23";4.79;30.7;46.76;26.03;20.97;24.27;46.73;34.61;67.04;42.94
"2011-12-27";4.85;30.78;47.17;26.11;21.03;24.5;47.19;34.32;66.75;42.91
"2011-12-28";4.8;30.1;47;25.5;20.77;23.97;46.92;34;65.75;41.91
"2011-12-29";4.8;30.61;47.31;25.75;21.09;24.21;47.2;35.01;66.89;42.59
"2011-12-30";4.9;30.42;47.16;25.68;20.41;23.94;47.03;35.14;66.73;42.52
"2012-01-03";4.88;30.49;47.92;26.28;20.5;23.57;46.51;35.32;65.88;43.73
"2012-01-04";4.77;30.35;47.98;26.29;20.68;23.51;46.42;35.43;63.9;44.21
"2012-01-05";4.92;30.78;47.76;26.61;20.49;23.39;46.58;36.07;63.15;44.72
"2012-01-06";4.9;31.1;46.14;26.57;20.16;22.97;46.17;35.98;62.38;44.94
"2012-01-09";4.95;31.09;47.18;26.51;19.94;23.42;46.1;36.07;61.37;44.93
"2012-01-10";4.9;31.47;47.95;26.93;19.85;23.5;45.95;36.58;62;45.68
"2012-01-11";4.99;31.35;48.24;27.04;19.87;23.43;45.76;36.73;61.89;45.7
"2012-01-12";5.03;31.28;47.82;27.21;20.06;23.14;45.54;36.96;61.98;45.69
"2012-01-13";5.05;30.74;46.87;27.33;19.92;23.12;45.2;36.97;61.57;45.43
"2012-01-17";5.27;30.66;47.38;27.34;20.16;23.28;45.27;37.2;61.35;45.21
"2012-01-18";5.48;33.23;48.4;27.86;20.68;23.27;44.94;37.66;62.18;45.1
"2012-01-19";5.35;33.36;48.41;28.05;20.91;23.12;44.48;38.15;61.55;46.69
"2012-01-20";5.27;33.2;47.97;27.63;20.53;23.04;44.35;37.85;60.6;46.48
"2012-01-23";5.19;32.88;47.86;27.73;20.33;22.92;44.51;37.58;60.3;46.12
"2012-01-24";5.08;32.83;48.32;27.66;20.64;22.85;44.61;37.54;60.13;45.78
"2012-01-25";5.27;33.1;49.95;28.21;20.67;23.1;45.69;37.94;59.99;47.1
"2012-01-26";5.24;32.88;49.84;28.56;20.34;23.16;45.75;38.02;60.2;46.24
"2012-01-27";5.27;34.21;49.98;28.54;20.08;23.03;45.09;38.01;60.34;46.37
"2012-01-30";5.2;34.06;49.77;28.54;19.52;22.93;44.63;38.06;60.04;46.08
"2012-01-31";5.26;34.12;49.78;28.72;19.01;23.26;45.06;38.54;56.67;45.81
"2012-02-01";5.21;34.95;49.95;28.79;19.51;23.35;45.54;39.55;56.87;47.56
"2012-02-02";5.22;34.9;50.1;28.88;19.9;23.35;45.56;39.73;57.07;45.96
"2012-02-03";5.28;35.44;50.49;29.32;20.57;23.48;45.76;40.56;59.22;47.56
"2012-02-06";5.23;35.32;50.19;29.65;20.72;23.8;45.96;40.61;57.95;46.95
"2012-02-07";5.28;35.12;50.31;29.7;19.49;23.81;46.35;40;58.17;46.37
"2012-02-08";5.23;35.42;51.27;29.94;19.44;23.82;46.3;39.69;57.77;46.69
"2012-02-09";5.17;35.72;51.68;30.24;19.28;23.75;46.21;40.47;58.05;46.86
"2012-02-10";5.14;34.96;51.23;30.58;18.92;23.62;46.32;39.53;57.68;45.75
"2012-02-13";5.12;35.25;51.03;30.55;19.07;23.56;46.41;40.4;58.76;46.43
"2012-02-14";5.21;35.17;51.65;30.32;19.02;23.51;46.6;40.46;58.8;45.78
"2012-02-15";5.14;35.23;51.62;29.98;19.04;23.63;46.72;40.43;58.49;45.1
"2012-02-16";5.11;35.54;51.87;30.39;19.28;23.89;46.93;40.79;60.37;46.43
"2012-02-17";5.03;35;51.89;30.51;19.44;23.77;47.38;40.64;59.45;47.36
"2012-02-21";4.83;35.06;51.36;30.66;19.32;23.96;46.91;40.77;58.95;48.63
"2012-02-22";4.71;34.85;51.31;31;19.4;23.86;46.96;40.53;58.2;47.77
"2012-02-23";4.9;35.29;51.71;31.26;19.75;23.81;47.1;40.71;60.37;48.28
"2012-02-24";4.79;35.49;51.72;31.64;20.01;23.72;47.23;40.42;60.74;47.96
"2012-02-27";4.95;34.78;51.72;31.78;20.1;24.03;46.78;40.39;60.5;47.76
"2012-02-28";5;34.88;51.98;31.81;20.07;23.89;46.42;40.27;60.76;47.67
"2012-02-29";4.94;34.97;51.4;32.56;20.05;23.93;45.74;39.76;59.98;47.01
"2012-03-01";4.85;35.27;51.87;31.45;19.82;23.89;45.95;39.64;60.85;47.13
"2012-03-02";4.83;34.93;51;30.85;19.46;23.81;45.77;38.99;58.92;47.51
"2012-03-05";4.8;34.19;51.02;30.56;20.09;23.91;45.97;38.8;58.94;46.9
"2012-03-06";4.73;33.49;50.53;29.27;19.59;23.86;45.77;37.55;58.92;45.6
"2012-03-07";4.8;33.96;50.71;29.91;19.5;23.78;46.02;38.12;60.18;46.15
"2012-03-08";4.83;34.59;51.17;30.27;19.72;24.03;46.8;38.88;61.41;46.52
"2012-03-09";4.93;34.76;51.72;30.64;19.86;24.29;47.05;39.56;62.52;47.13
"2012-03-12";4.87;34.57;51.7;30.11;20.21;24.17;47.52;39.62;63.12;47
"2012-03-13";5;35.25;52.27;30.53;20.7;24.35;47.58;40.72;65.35;49.29
"2012-03-14";5.06;35.09;52.09;29.72;20.53;24.2;46.73;40.5;65.5;48.36
"2012-03-15";4.99;35.37;52.65;30.04;20.83;24.3;46.69;40.74;66.67;48.64
"2012-03-16";4.93;35.03;52.56;30.65;20.86;24.52;46.59;40.47;67.07;48.8
"2012-03-19";4.91;35.19;52.38;30.58;20.7;24.34;46.36;40.44;67.3;48.8
"2012-03-20";4.85;35.82;52.29;29.7;20.49;24.42;46.66;39.88;66.6;47.99
"2012-03-21";4.85;35.72;52.19;29.59;20.5;24.22;46.5;39.57;67.27;48.02
"2012-03-22";4.82;35.27;52.28;29.22;20.28;24.28;46.24;38.75;67.27;47.11
"2012-03-23";4.87;35.19;52.39;29.73;20.09;24.32;46.32;39.14;68.36;47.75
"2012-03-26";4.82;36.04;53.25;30.41;20.43;24.68;46.64;39.7;69.54;48.4
"2012-03-27";4.8;35.98;53.04;29.77;20.54;24.63;46.83;39.92;69.08;48.76
"2012-03-28";4.73;35.5;52.34;29.39;20.56;24.38;46.5;40.22;69.79;48.43
"2012-03-29";4.69;35.54;52;29.08;20.57;24.37;46.46;40.07;69.86;48.33
"2012-03-30";4.73;35.61;47.29;29.65;20.64;24.39;46.58;40.07;69.05;48.09
"2012-04-02";4.86;35.53;45.54;30;20.79;24.56;46.95;40.35;69.54;49.97
"2012-04-03";4.81;35.22;46.7;29.92;20.8;24.76;46.88;40.42;68.86;50.51
"2012-04-04";4.7;34.9;45.99;29.51;20.68;24.5;46.51;40.35;69.48;49.99
"2012-04-05";4.75;34.46;45.46;29.41;20.8;24.2;45.9;39.81;68.95;49.93
"2012-04-09";4.61;33.87;45.25;29.19;20.41;24.17;45.77;39;68.49;49.04
"2012-04-10";4.45;33.52;44.35;28.28;19.51;23.94;45.1;37.99;67.26;47
"2012-04-11";4.57;34.08;44.28;28.53;19.75;24.13;45.02;38.37;67.85;47.83
"2012-04-12";4.48;34.53;45.25;29.46;20.13;24.2;45.5;39.26;68.16;49.26
"2012-04-13";4.38;34.27;44.53;29.3;20.02;24.09;45.49;38.74;67.7;47.95
"2012-04-16";4.48;33.85;44.52;29.39;20.11;24.23;45.89;39.38;67.89;48.36
"2012-04-17";4.68;34.66;45.19;29.78;20.6;24.59;46.4;40.23;68.79;49.17
"2012-04-18";4.74;34.84;44.65;30.2;20.75;24.39;46.12;39.66;72.12;48.76
"2012-04-19";4.89;34.53;44.99;29.97;20.52;24.19;46.1;38.99;70.76;48.17
"2012-04-20";4.99;34.53;45.25;29.82;20.69;24.36;46.76;39.65;71;48.61
"2012-04-23";4.89;34.33;44.53;29.69;20.71;24.37;46.58;39.1;70.6;47.95
"2012-04-24";4.84;34.11;44.55;29.68;20.95;24.8;47.02;39.63;70.08;53.15
"2012-04-25";4.88;34.42;45.36;30.04;21.17;24.62;47.35;40.65;71.8;52.89
"2012-04-26";4.83;35.71;46.35;30.34;21.23;24.78;47.66;40.82;72.81;52.89
"2012-04-27";4.82;35.86;46.52;30.36;19.72;24.77;47.84;41.96;73.17;53.58
"2012-04-30";4.75;35.31;46.23;30.93;19.52;24.55;48.03;41.39;72.89;53.04
"2012-05-01";4.65;35.05;46.72;31.17;19.75;24.51;48.28;41.41;72.72;53.98
"2012-05-02";4.65;35.1;46.16;30.91;19.69;24.38;47.85;41.42;71.5;53.98
"2012-05-03";4.54;34.38;45.05;30.82;19.52;22.79;47.24;41.21;70.51;53.17
"2012-05-04";4.47;33.99;44.76;29.68;19.27;23.44;47.12;40.43;70.51;52.22
"2012-05-07";4.51;33.42;44.23;29.37;19.15;23.3;46.84;40.59;70.5;52.61
"2012-05-08";4.42;33.25;43.78;28.75;19.03;23.09;47.1;40.3;69.31;52.69
"2012-05-09";4.49;33.14;43.41;28.41;18.59;22.82;46.95;39.77;68.42;51.94
"2012-05-10";4.47;32.83;43.18;28.53;18.66;22.89;47.63;39.83;70.05;52.38
"2012-05-11";4.55;32.55;43.2;28.94;18.68;22.72;47.41;40.15;70.05;52.65
"2012-05-14";4.59;32.32;42.85;28.65;18.41;22.69;47.37;39.46;69.81;52.33
"2012-05-15";4.62;32.3;42.58;28.42;18.29;22.58;47.21;38.89;70.46;52.34
"2012-05-16";4.58;31.21;42.3;28.71;18.3;22.34;47.25;38.36;70.75;51.31
"2012-05-17";4.52;30.19;41.45;28.44;18;21.69;46.83;37.17;70.08;49.48
"2012-05-18";4.49;29.66;41.09;28.19;17.84;21.84;46.77;37.03;69.17;49.5
"2012-05-21";4.55;30.25;42.14;29.28;18.16;22.24;47.16;37.7;70.78;50.66
"2012-05-22";4.62;30.19;42.01;28.63;18.3;22.43;47.72;37.73;71.29;51.45
"2012-05-23";4.65;29.94;42.35;28.6;18.51;22.11;47.71;38.6;72.06;52.43
"2012-05-24";4.8;30;41.94;28.35;18.64;22.02;48.14;38.65;72.96;53.06
"2012-05-25";4.78;29.89;42.5;28.43;18.58;21.97;48.11;38.32;72.67;52.43
"2012-05-29";4.8;30.49;42.98;28.9;18.84;21.89;48.3;38.99;73.68;53.07
"2012-05-30";4.58;30.08;42.44;27.88;18.64;21.88;47.59;38.45;73.73;51.59
"2012-05-31";4.6;29.84;42.32;27.14;18.65;21.97;48.15;37.97;73.89;50.25
"2012-06-01";4.49;28.97;41.23;26.14;18.21;21.7;47.76;36.76;72.03;48.15
"2012-06-04";4.54;28.6;41.26;26.03;17.74;21.62;47.75;36.2;72.24;47.07
"2012-06-05";4.6;29.13;41.22;26.43;18.07;22.04;48.07;36.5;73.45;47.57
"2012-06-06";4.61;29.85;42.02;27.28;18.27;22.3;48.72;37.29;76.19;49.17
"2012-06-07";4.64;29.73;42.08;27.27;18.26;22.26;48.84;37.37;76.18;48.89
"2012-06-08";4.78;30.04;42.32;27.44;18.69;22.19;49.38;37.47;77.25;49.4
"2012-06-11";4.75;29.54;41.7;27;18.37;22.1;49.38;36.73;77.54;48.67
"2012-06-12";4.8;30.22;42.03;26.99;18.73;21.96;49.64;37.28;78.15;49.53
"2012-06-13";4.77;29.98;40.32;26.26;18.34;21.9;49.81;36.46;76.93;48.36
"2012-06-14";4.72;30.09;40.43;26.97;18.45;22.09;50.09;36.46;77.94;48.92
"2012-06-15";4.57;30.52;40.97;27.77;18.68;22.14;50.33;36.71;78.37;49.99
"2012-06-18";4.45;30.86;41.34;27.25;18.78;22.03;50.78;37.17;79.06;50.02
"2012-06-19";4.41;31.15;42.02;27.71;18.9;22.03;51.01;38.41;79.74;51.02
"2012-06-20";4.53;31.62;42.08;27.95;18.63;21.87;50.64;37.9;77.77;50.71
"2012-06-21";4.57;29.88;40.58;27.07;18.11;21.51;49.69;36.52;77.16;49.02
"2012-06-22";4.59;30.2;40.99;27.27;18.07;21.54;49.75;36.82;77.5;48.24
"2012-06-25";4.59;29.44;40.24;26.64;17.72;21.34;49.63;35.77;77.16;47.87
"2012-06-26";4.6;29.56;40.38;26.4;18;21.38;50.01;35.91;78.96;47.76
"2012-06-27";4.64;29.8;41.35;27.39;18.29;21.68;50.49;36.26;79.99;48.23
"2012-06-28";4.61;29.26;41.7;27.65;18.52;22.03;50.64;36.01;79.5;48.92
"2012-06-29";4.6;30.2;43.06;28.83;19.21;21.96;50.62;37.25;81.2;51.26
"2012-07-02";4.71;30.72;43.3;29.22;19.13;22.21;51.38;37.05;83.71;52.06
"2012-07-03";4.8;31.47;43.31;30.03;19.34;22.38;51.33;38.04;85.4;52.76
"2012-07-05";4.77;31.56;43.92;29.14;19.33;22.37;50.98;38.01;84.63;53.13
"2012-07-06";4.67;30.92;43.58;28.93;19.13;22.38;51.21;37.23;80.88;52.49
"2012-07-09";4.64;30.86;43.56;28.98;19.04;22.21;50.94;36.37;81.17;51.44
"2012-07-10";4.62;30.32;43.01;28.86;18.96;22.36;51.05;35.65;80.59;51.71
"2012-07-11";4.61;29.85;43.08;29.2;18.95;22.72;51.34;34.88;80.08;50.64
"2012-07-12";4.62;29.29;43.27;29.23;19.03;22.97;51.46;35.03;79;51.04
"2012-07-13";4.62;29.39;44;29.68;19.42;23.9;52.12;35.78;79.76;51.13
"2012-07-16";4.6;29.26;43.85;29.96;19.25;23.51;52.16;35.03;79.5;50.72
"2012-07-17";4.58;29.07;43.94;30.47;19.46;23.43;52.4;34.59;80.1;50.95
"2012-07-18";4.62;29.91;44.46;30.81;19.61;23.55;52.82;35.92;80.09;52.04
"2012-07-19";4.61;30.3;44.4;31.31;19.97;23.47;53.17;36.19;79.3;51.97
"2012-07-20";4.5;30.03;43.17;31.79;19.64;23.43;53.45;36.12;78.62;51.6
"2012-07-23";4.47;29.63;42.44;31.1;19.54;23.26;53.09;35.35;77.79;50.18
"2012-07-24";4.4;29.29;41.82;30.67;19.52;22.95;52.67;35.14;78.5;48.71
"2012-07-25";4.4;29.71;42.58;31.61;19.86;22.79;52.53;34.69;78.58;48.56
"2012-07-26";4.32;30.33;42.35;31.96;20.44;23.11;53.32;35.95;82.24;48.17
"2012-07-27";4.41;31.18;44.16;32.16;20.57;23.27;54.12;37.37;85.33;49.13
